date,customer_id,product,price,quantity,coupon_code,shipping_city,payment_method,order_status,delivery_date,customer_email
2024-07-03,55a38b0f-544d-46e5-8954-a75dbba31dd8,Smartphone,700,5,SAVE10,Los Angeles,Debit Card,Cancelled,2024-07-09,esharp@hotmail.com
2025-04-01,5250f214-eda5-4705-a2e8-e118f451be53,Smartwatch,200,5,WELCOME20,San Jose,Credit Card,Shipped,2025-04-03,james71@gmail.com
2023-04-18,777209c3-bdab-4dc8-b724-0cbdd59222d0,Laptop,1000,2,BUY1GET1,Dallas,Debit Card,Pending,2023-04-23,scottjohn@gmail.com
2025-05-01,d5bd2374-2ddc-4182-ace0-b30a7313dfb1,Smartwatch,200,1,BUY1GET1,Phoenix,Gift Card,Delivered,2025-05-05,eric96@khan-rodriguez.com
2024-11-02,f36d3de3-7119-462e-a1d5-4c14a93a221a,Tablet,300,4,WELCOME20,San Diego,Net Banking,Delivered,2024-11-09,tracimitchell@diaz-anderson.com
2025-02-26,d7f0d272-08e3-4d11-be5e-0780007ace2b,Laptop,1000,4,WELCOME20,San Diego,PayPal,Cancelled,2025-03-01,munozjennifer@gmail.com
2024-09-14,e161c6fe-9b0c-4cca-a286-42d37b3f0a59,Tablet,300,4,FREESHIP,Philadelphia,Debit Card,Delivered,2024-09-18,melissa22@hotmail.com
2025-04-28,55e17f77-6122-44b4-9088-d44ccaee9a53,Smartwatch,200,2,SAVE10,New York,PayPal,Shipped,2025-04-30,robert38@hotmail.com
2024-09-20,00a5d93c-2cd6-4b37-b855-a71660c23d87,Monitor,150,3,SAVE10,Phoenix,Gift Card,Pending,2024-09-25,richardsdiana@solomon.info
2023-10-01,9de03a7b-64c0-4486-afc4-6911d149559f,Printer,100,2,SAVE10,Houston,Debit Card,Pending,2023-10-08,ablanchard@hotmail.com
2023-08-12,95dfab93-4eb6-4646-b306-747a17d77526,Smartwatch,200,5,WELCOME20,Houston,Credit Card,Pending,2023-08-19,johnbrady@yahoo.com
2024-02-08,1277101a-e4b6-4373-9214-2f678681e7a6,Headphones,50,1,SAVE10,San Jose,Gift Card,Shipped,2024-02-12,wendy00@martin-kelly.biz
2023-04-30,a1f2c606-982a-4678-8d21-61f875387f80,Monitor,150,1,FREESHIP,Chicago,Net Banking,Delivered,2023-05-07,tlin@yahoo.com
2025-04-23,85a6aca7-a244-4392-80c0-f2595de4e755,Keyboard,30,3,SAVE10,Chicago,Credit Card,Returned,2025-04-27,danny81@gmail.com
2023-06-22,629d7fa7-688a-4ee2-a8be-1f5187ad5cf9,Mouse,20,5,BUY1GET1,Chicago,Credit Card,Cancelled,2023-06-26,scott02@salazar.com
2023-01-31,d661d6bd-2126-4c6b-bd49-30ede6f9df7e,Smartphone,700,4,WELCOME20,San Diego,Credit Card,Returned,2023-02-02,katherinesimmons@warren.org
2024-03-12,62047e60-cf98-48cc-8156-cd52fff9bba7,Monitor,150,1,WELCOME20,Los Angeles,Debit Card,Delivered,2024-03-18,ronaldbrewer@williamson-benson.biz
2023-10-08,8cc0a99e-012a-4af2-89c6-5628c7b60013,Monitor,150,4,SAVE10,Houston,Debit Card,Cancelled,2023-10-15,rogerscarol@harris.info
2025-04-30,5fcf4a49-138b-4c6b-8000-590cb3e4f871,Smartwatch,200,3,SAVE10,Houston,Credit Card,Pending,2025-05-05,lisaho@adkins.biz
2023-12-22,5f336ef6-91af-4058-8d36-a4b9d0488264,Headphones,50,4,BUY1GET1,Philadelphia,Credit Card,Pending,2023-12-27,longjessica@miller-smith.com
2023-02-01,9480a9e4-f743-4e4c-996c-3b015134f9b3,Headphones,50,2,SAVE10,San Jose,Net Banking,Returned,2023-02-07,bwilliams@hotmail.com
2023-11-28,9a6e978d-4e2f-4009-9bdc-e6c87d3b03a6,Headphones,50,3,SAVE10,San Antonio,Debit Card,Returned,2023-12-02,richardking@yahoo.com
2023-12-25,63f859c4-fbaa-4f7e-9f78-b320591cbf97,Mouse,20,2,FREESHIP,Dallas,Net Banking,Shipped,2023-12-28,thomas57@gmail.com
2024-07-09,dd6492e3-d025-453e-a2e6-148903a7b0f4,Smartphone,700,5,BUY1GET1,Chicago,Gift Card,Delivered,2024-07-15,snyderjoseph@phelps.info
2024-09-13,805550e3-d477-4e76-8494-9b137a655eba,Monitor,150,1,BUY1GET1,Philadelphia,Net Banking,Delivered,2024-09-15,oedwards@miller.com
2025-04-01,8fb3726a-3e97-45b0-9a7d-fa350ac36e8b,Smartwatch,200,5,SAVE10,San Antonio,Credit Card,Returned,2025-04-07,mikespears@hotmail.com
2024-06-20,e8e10eb3-8bfd-4ab7-b724-f335c053c572,Keyboard,30,2,FREESHIP,Chicago,Credit Card,Returned,2024-06-26,megancarey@johnson-johnson.com
2024-05-11,ceb66a43-cc0f-44e8-aa11-cf194c29f409,Mouse,20,1,WELCOME20,San Jose,Gift Card,Pending,2024-05-14,cjohnson@gmail.com
2025-04-05,9c67e226-605b-4538-be66-b99a1cd064c7,Keyboard,30,2,WELCOME20,Los Angeles,Gift Card,Delivered,2025-04-11,gharding@silva.com
2023-05-30,3a709949-0859-424f-8f5b-45730dbcc745,Printer,100,5,WELCOME20,San Antonio,Net Banking,Returned,2023-06-05,mjackson@thomas-carpenter.org
2023-12-26,283d9dcc-8201-4317-89db-28d746024035,Laptop,1000,2,BUY1GET1,San Diego,Net Banking,Returned,2023-12-30,aperry@yahoo.com
2023-03-14,81032c54-e509-4955-8a32-82a7864332ad,Monitor,150,4,WELCOME20,Dallas,PayPal,Cancelled,2023-03-21,baileyzachary@hotmail.com
2023-05-15,bb1cc763-d3f3-4724-bd38-e2ad3815890e,Smartphone,700,1,WELCOME20,New York,PayPal,Delivered,2023-05-17,masonerin@roy-foster.org
2023-12-30,9f969382-dfb3-4315-956b-4fc68978d5fa,Monitor,150,1,WELCOME20,Chicago,Debit Card,Pending,2024-01-04,kathrynwade@hotmail.com
2024-09-23,afe65836-341b-422d-9e93-0b5311cf549e,Printer,100,3,SAVE10,San Antonio,PayPal,Delivered,2024-09-25,charlesharris@lang.net
2025-04-14,f14c03e7-c66d-4295-8d10-db3268b0da36,Smartphone,700,4,SAVE10,San Diego,Debit Card,Shipped,2025-04-19,aguilartravis@gmail.com
2025-03-15,eff5ffc1-bb4b-4ed7-9a21-4283cf12c51f,Headphones,50,2,BUY1GET1,Houston,Net Banking,Pending,2025-03-21,amy77@taylor.com
2023-04-01,3fa9d25f-f8d1-4c10-9755-45d68cbd1246,Laptop,1000,4,SAVE10,New York,PayPal,Shipped,2023-04-03,michael59@reed.biz
2024-05-28,70535360-c0d0-4a83-82f9-683b0607b05c,Smartwatch,200,4,BUY1GET1,Los Angeles,Net Banking,Pending,2024-06-04,dthomas@gmail.com
2023-06-01,7bbaa9e2-889f-4090-b71a-9eaa9b29ce60,Monitor,150,2,WELCOME20,Los Angeles,PayPal,Cancelled,2023-06-03,srios@gmail.com
2025-03-01,ab9040d9-3d5b-4ba5-b3c4-6f14877e8fa2,Smartphone,700,4,BUY1GET1,Philadelphia,Debit Card,Shipped,2025-03-06,hendersonerica@yahoo.com
2024-04-11,57488008-75ec-45a6-b0dc-efa9bce2d318,Smartphone,700,2,WELCOME20,Phoenix,Gift Card,Shipped,2024-04-15,fwatkins@yahoo.com
2024-10-18,1e22e226-7db4-4850-8d1e-cc5470ec7cdd,Printer,100,4,SAVE10,Philadelphia,Credit Card,Cancelled,2024-10-24,john86@bowman.com
2023-09-28,1a3fe65a-e3b6-4c77-8f8d-5cac83d639b8,Headphones,50,1,BUY1GET1,Los Angeles,PayPal,Delivered,2023-10-04,wendyhodge@hotmail.com
2023-01-30,6b697076-d40a-4b78-9178-28f0ea93c8d8,Laptop,1000,3,WELCOME20,Chicago,Debit Card,Pending,2023-02-04,morrischase@hotmail.com
2023-02-10,fa11fafe-4511-4511-acf6-ba9cc894156d,Keyboard,30,2,SAVE10,Phoenix,Gift Card,Cancelled,2023-02-14,janicewelch@yahoo.com
2023-03-11,b9f5f723-2af9-42c1-b723-83f101e2ca8c,Smartwatch,200,4,FREESHIP,Dallas,Net Banking,Delivered,2023-03-14,tmartinez@hotmail.com
2023-07-17,cf2b5f9d-9744-453d-aeb2-7577b63f4c55,Keyboard,30,4,SAVE10,New York,PayPal,Delivered,2023-07-22,william26@manning-moon.biz
2024-02-10,92e91d71-b6b4-4e94-a0cb-2fffc15e5848,Laptop,1000,2,FREESHIP,Dallas,Credit Card,Returned,2024-02-16,lindahumphrey@hotmail.com
2025-01-19,2ca876cb-cd7d-4090-a561-cd2125eab9ca,Tablet,300,4,BUY1GET1,San Diego,Credit Card,Shipped,2025-01-21,bwilson@palmer.com
2023-12-23,5a291c7f-6e88-41ff-b1a6-9784cf2c7a3c,Printer,100,4,WELCOME20,Phoenix,Credit Card,Cancelled,2023-12-28,qrubio@hotmail.com
2024-03-28,f6f5bd8c-e44a-4523-afba-fc996d8542c6,Keyboard,30,4,BUY1GET1,San Diego,Credit Card,Pending,2024-04-02,rramirez@romero.org
2023-06-19,3c8b7510-a622-48c9-9174-6ea0a329de26,Printer,100,2,FREESHIP,Houston,Credit Card,Returned,2023-06-22,angela44@gmail.com
2024-09-25,9ac4d68b-4951-4b80-b9e3-afe148adb9a5,Laptop,1000,2,BUY1GET1,San Jose,Net Banking,Delivered,2024-10-02,mrichardson@estes-brown.info
2023-03-12,f5a76d3d-be7b-4416-82e5-9f2cdf0a5952,Tablet,300,1,WELCOME20,San Jose,PayPal,Delivered,2023-03-17,rebecca52@howe-sutton.info
2023-04-09,b3e15a60-7842-4231-acbf-325b93bd508d,Keyboard,30,2,WELCOME20,Phoenix,Gift Card,Pending,2023-04-16,dominguezjeff@villegas.net
2023-02-11,c7f66c56-97e1-4021-9380-215b9215ceda,Mouse,20,4,WELCOME20,San Jose,PayPal,Returned,2023-02-13,lindacampbell@gmail.com
2024-07-07,772719f5-b5d9-4868-a6fb-af5062bc42e1,Mouse,20,1,BUY1GET1,Phoenix,Credit Card,Returned,2024-07-14,cynthiachapman@gmail.com
2023-07-30,8eeb90cc-552a-433c-84a6-1fb5062aa904,Smartwatch,200,1,BUY1GET1,Houston,Gift Card,Returned,2023-08-01,michaelerickson@hotmail.com
2024-03-27,d9aff902-8e05-46e9-8556-b02cfc0e2d69,Headphones,50,1,FREESHIP,San Diego,Net Banking,Pending,2024-04-01,rosscameron@shaw.com
2024-04-27,ce303527-10c2-4c2e-bd00-2a626bdaf032,Keyboard,30,4,WELCOME20,Chicago,Gift Card,Cancelled,2024-05-04,brownjessica@white-harris.com
2024-12-24,8b6d5855-9bf6-4265-87d1-45d840678eab,Smartwatch,200,4,SAVE10,San Antonio,Credit Card,Cancelled,2024-12-28,joshua30@gmail.com
2023-01-25,ce792abd-617b-4b87-b498-a5113e765ebe,Smartwatch,200,5,FREESHIP,Philadelphia,PayPal,Pending,2023-01-29,davisjeffery@hotmail.com
2024-12-20,5d0e7c1b-39bd-4b6c-af09-5f88d0ab8bf9,Tablet,300,2,BUY1GET1,Los Angeles,Net Banking,Shipped,2024-12-23,stephanie11@gmail.com
2024-09-02,04e0037a-f970-4e51-9bd1-86fc0e4ffacc,Printer,100,5,FREESHIP,San Jose,Debit Card,Cancelled,2024-09-06,rogermitchell@yahoo.com
2024-11-18,af12521a-f5a3-4a0e-b939-8ffc939bf7ca,Monitor,150,4,SAVE10,Chicago,Gift Card,Shipped,2024-11-21,qle@jackson.com
2023-08-20,7e7731d4-7bbb-4bb7-8ed3-754366cd3f15,Keyboard,30,3,FREESHIP,Los Angeles,Net Banking,Delivered,2023-08-26,djensen@hernandez.com
2024-03-09,cbc73849-ad99-4e50-8a18-2e98ffc48c5b,Printer,100,1,BUY1GET1,New York,Credit Card,Pending,2024-03-14,jmorse@allen.com
2025-01-25,1f87a7a1-ec9d-45bd-b906-f3e942f2d80a,Headphones,50,5,BUY1GET1,Phoenix,Credit Card,Delivered,2025-01-29,hillmegan@richardson-porter.com
2025-04-23,09cc9a2b-eaa6-48cf-9e6a-1e59aaec9c0f,Tablet,300,3,BUY1GET1,Philadelphia,Net Banking,Cancelled,2025-04-26,parkerrobert@hotmail.com
2024-03-10,940ff965-2a34-4cdb-8ffb-ed003b76ea87,Smartphone,700,1,FREESHIP,Dallas,Credit Card,Delivered,2024-03-17,perickson@yahoo.com
2023-05-01,b8513b4a-108e-441a-b8c4-1f5b7984a4ec,Smartwatch,200,2,WELCOME20,San Antonio,Credit Card,Shipped,2023-05-04,heathermarshall@warner.com
2024-06-13,24af928f-14fb-464e-a573-42aa1548acbe,Keyboard,30,4,SAVE10,San Diego,Gift Card,Pending,2024-06-19,amanda35@hotmail.com
2023-10-08,29c0a222-4114-42aa-bc5a-3d9ccc5b29c0,Headphones,50,2,WELCOME20,San Antonio,Credit Card,Returned,2023-10-12,wblankenship@hotmail.com
2023-04-15,4da2c56d-d2de-4b3a-840b-50b6d415302b,Smartphone,700,3,WELCOME20,Philadelphia,Gift Card,Shipped,2023-04-22,gspencer@gmail.com
2023-01-21,39ed8b82-a2cd-46e1-9247-d8da269d91eb,Keyboard,30,5,WELCOME20,Philadelphia,PayPal,Shipped,2023-01-27,philipatkinson@martinez.net
2023-05-08,0d65fea6-ab50-4e6d-824b-5b18a844f2c1,Laptop,1000,3,SAVE10,Houston,Net Banking,Returned,2023-05-14,hudsonryan@levy-mullins.com
2023-11-02,a9a7dcc6-c2dc-4f9d-8e88-298c68f6c12c,Mouse,20,5,WELCOME20,Los Angeles,Credit Card,Pending,2023-11-08,matthew65@hotmail.com
2023-11-16,9485204e-b795-468e-9011-916836946874,Keyboard,30,4,SAVE10,New York,Net Banking,Returned,2023-11-18,matthewsmith@juarez-hinton.com
2023-07-07,c49db90d-d536-44e9-9ae8-a5e50926f99a,Laptop,1000,5,BUY1GET1,San Diego,Credit Card,Shipped,2023-07-14,kerrkevin@yahoo.com
2024-03-02,6474f92c-9350-499f-a70f-afc25341aace,Smartwatch,200,3,WELCOME20,San Jose,Credit Card,Shipped,2024-03-04,hernandezstephen@yahoo.com
2025-02-16,3c0d0401-f73e-4581-9d9d-f234bedc8022,Laptop,1000,5,SAVE10,San Antonio,Credit Card,Delivered,2025-02-22,mburgess@collins-gray.com
2024-07-20,d83e6d8e-91bf-446c-8f1e-52c2fe795171,Smartphone,700,5,WELCOME20,Los Angeles,Credit Card,Returned,2024-07-24,georgejones@lawrence-lewis.org
2025-04-28,9a659884-07b8-4f45-bae8-d6273f18822c,Headphones,50,4,SAVE10,Houston,Credit Card,Shipped,2025-05-02,whitney57@yahoo.com
2024-10-11,36b45987-8767-4dcc-a0cc-984907b81ff2,Headphones,50,5,BUY1GET1,Phoenix,Debit Card,Delivered,2024-10-13,daniel10@anderson.org
2025-04-28,e0c74141-afbd-4f9a-9204-242f0e404b7b,Monitor,150,3,FREESHIP,Philadelphia,Gift Card,Delivered,2025-04-30,lcook@nelson.net
2023-04-03,c0107d31-3383-49d5-9a32-f62754deb6c0,Smartphone,700,2,BUY1GET1,San Diego,PayPal,Shipped,2023-04-10,johngonzalez@erickson.net
2023-08-07,5fa4c9b9-a100-42b6-80b9-6c4609edf152,Smartphone,700,2,FREESHIP,Philadelphia,Credit Card,Delivered,2023-08-11,christopherwyatt@yahoo.com
2023-03-02,13b4625a-883a-4c27-972a-5a8d09116049,Keyboard,30,3,BUY1GET1,Dallas,Net Banking,Returned,2023-03-05,katiemartinez@moses.net
2024-08-03,ec28f465-1521-4884-b602-f32e1fc4d820,Keyboard,30,5,BUY1GET1,Dallas,Gift Card,Delivered,2024-08-08,esteskatie@clay.biz
2024-12-17,9a7e6557-1602-4c29-a614-9a29dc0d5a95,Mouse,20,5,SAVE10,Philadelphia,Gift Card,Cancelled,2024-12-19,dhaas@yahoo.com
2023-05-11,e9400817-7a42-453a-8d86-66240703003f,Mouse,20,5,SAVE10,Dallas,Credit Card,Cancelled,2023-05-16,xarmstrong@hotmail.com
2024-03-26,fc1221af-22e2-4aee-a6e7-b24c5099cfbe,Laptop,1000,5,FREESHIP,Phoenix,Credit Card,Cancelled,2024-03-28,joshuamartinez@gmail.com
2025-01-12,1612da59-1eee-45af-ab22-1eb9e021738a,Mouse,20,2,BUY1GET1,Philadelphia,Net Banking,Cancelled,2025-01-17,ehayes@gmail.com
2024-05-23,1f58ad40-855c-43b2-a96e-1c36d6f3c349,Smartwatch,200,3,SAVE10,New York,Credit Card,Delivered,2024-05-30,swong@peters.com
2024-08-08,0bfc728f-e8cc-493d-8815-f192d03a14de,Mouse,20,4,BUY1GET1,San Antonio,PayPal,Shipped,2024-08-10,luisstout@hotmail.com
2023-04-24,28395975-3615-4647-9c80-6af764c1a752,Headphones,50,3,WELCOME20,Los Angeles,PayPal,Pending,2023-04-27,xpearson@yahoo.com
2024-04-22,b2186784-0e72-4cf4-9b06-e7568b4f1be2,Printer,100,5,SAVE10,San Diego,Debit Card,Pending,2024-04-27,brownjames@simmons.info
2025-01-30,64e795bb-10c2-4019-a3c9-d32cf65d0b36,Laptop,1000,3,BUY1GET1,San Diego,Credit Card,Pending,2025-02-03,andrewpeters@hotmail.com
2024-02-06,2340c357-61fb-46f1-a3a2-adfd4a8e08f2,Mouse,20,3,FREESHIP,San Antonio,Gift Card,Cancelled,2024-02-12,tara70@gmail.com
2023-10-17,e1f9e313-241d-44f7-b888-cc6c7b2106ca,Laptop,1000,5,BUY1GET1,Phoenix,Net Banking,Shipped,2023-10-19,ghill@yahoo.com
2023-01-16,0192f2a4-6957-4cfc-ad91-9334aeb7665e,Headphones,50,4,FREESHIP,New York,Credit Card,Delivered,2023-01-20,michael81@yahoo.com
2024-09-26,ee276ee6-2743-434f-8a32-7632255f9756,Smartphone,700,2,WELCOME20,Phoenix,Gift Card,Delivered,2024-10-02,bwarren@hotmail.com
2024-05-08,b8a4e0c5-72f8-44db-9f42-bf764e39146f,Keyboard,30,1,WELCOME20,New York,Credit Card,Cancelled,2024-05-15,rbarber@rodriguez-thompson.biz
2024-11-07,d5fc96b4-b27f-40eb-8bce-24ae122bbdd7,Tablet,300,2,BUY1GET1,Chicago,PayPal,Cancelled,2024-11-11,xstewart@gmail.com
2023-01-07,247db400-2a1a-43a6-895a-e337a93fda0d,Tablet,300,1,BUY1GET1,Houston,Credit Card,Shipped,2023-01-14,robert27@miller.com
2023-07-12,414d050d-3bb6-4010-88e6-06a4c5540398,Smartphone,700,2,WELCOME20,San Diego,Debit Card,Pending,2023-07-17,jasondavis@hotmail.com
2024-04-22,604bba9a-7c37-466b-9948-cf87565264f1,Headphones,50,1,BUY1GET1,New York,Gift Card,Returned,2024-04-28,heathervasquez@hotmail.com
2023-08-31,c0bf5df3-38af-4c48-9711-f45f81a171e6,Tablet,300,4,FREESHIP,San Diego,PayPal,Delivered,2023-09-06,marybarajas@brock-gomez.biz
2025-01-27,3007db93-1074-44e8-bfee-1a685ba8f1ce,Smartphone,700,4,BUY1GET1,San Diego,Gift Card,Returned,2025-01-29,awalker@hood.com
2025-04-25,d36df25b-c55b-437c-b66d-2875adca8969,Laptop,1000,4,WELCOME20,San Diego,Gift Card,Cancelled,2025-04-28,brookskevin@simpson.info
2023-11-05,c2af7008-ffac-4868-958a-c276ae4a53f5,Printer,100,3,WELCOME20,San Diego,Gift Card,Cancelled,2023-11-09,andersonlaura@gmail.com
2024-12-24,379e9d6c-b1d3-4a7c-8630-bdbd0aa22cc4,Laptop,1000,1,SAVE10,Los Angeles,Net Banking,Shipped,2024-12-28,dduncan@hotmail.com
2023-12-27,a945204f-4a6a-464d-a25e-04ddf53e19eb,Smartphone,700,5,BUY1GET1,San Jose,Credit Card,Pending,2023-12-31,timothy18@yahoo.com
2023-11-10,67018cf6-f0fe-4ddd-89df-d8fab48339d4,Tablet,300,2,BUY1GET1,New York,Credit Card,Returned,2023-11-13,vwilliams@fox-clark.com
2023-06-26,9f64ed36-6f42-448e-9799-5c2137a259bf,Headphones,50,4,BUY1GET1,New York,Net Banking,Delivered,2023-07-01,schultzlynn@yahoo.com
2024-08-31,648d039d-b6e6-4f7d-b83b-5fb651d84cfd,Monitor,150,5,SAVE10,New York,PayPal,Pending,2024-09-04,nguyenray@yahoo.com
2023-04-14,2d635eb7-6eb3-4c5e-bcdc-6df789b846b7,Headphones,50,3,SAVE10,Philadelphia,Debit Card,Pending,2023-04-20,heathkimberly@miller.com
2023-05-21,481bbbd2-2a17-44c5-8524-5d59b1178336,Keyboard,30,5,WELCOME20,Houston,Credit Card,Returned,2023-05-28,stanleywhite@hotmail.com
2024-08-21,7e898c7b-2d20-4431-95ff-2fa25da0269f,Monitor,150,3,WELCOME20,San Antonio,Debit Card,Returned,2024-08-26,hsanchez@yahoo.com
2023-06-10,03b0c194-96e9-4b07-8644-cb333aed6505,Laptop,1000,5,FREESHIP,Phoenix,PayPal,Returned,2023-06-17,brandonpadilla@gamble.org
2024-02-22,11ff4c49-80f5-4ced-8319-6553576072ff,Smartwatch,200,1,SAVE10,Philadelphia,PayPal,Delivered,2024-02-24,timothy01@gmail.com
2025-04-27,91276211-e138-44a5-9db7-40d335b3cb35,Laptop,1000,4,FREESHIP,Phoenix,Credit Card,Shipped,2025-05-04,caldwellgregory@phillips.com
2023-03-14,4b4b8dcf-eefa-4f47-a820-7041ec722058,Smartphone,700,5,WELCOME20,San Antonio,Net Banking,Delivered,2023-03-17,danielwilliams@miller.info
2024-12-13,3e33d0e0-0695-4362-b76c-ae015758d136,Monitor,150,2,SAVE10,Chicago,Net Banking,Cancelled,2024-12-15,lgibbs@hotmail.com
2023-11-11,e1aa5a09-a100-4169-a7e0-b2ce086b4299,Headphones,50,3,BUY1GET1,Houston,Credit Card,Returned,2023-11-14,pwolf@hotmail.com
2024-02-22,217ad0ba-6ce5-4e0e-b34f-df58d74e2594,Monitor,150,5,SAVE10,Chicago,Debit Card,Delivered,2024-02-27,crystalcobb@jones.com
2023-03-07,7ecad753-3199-4659-9be0-f524dbddde40,Monitor,150,4,BUY1GET1,Phoenix,Debit Card,Returned,2023-03-09,rayjessica@hotmail.com
2025-03-01,812bcb85-496f-48a5-b567-4dd9905d6512,Laptop,1000,2,BUY1GET1,Houston,Credit Card,Cancelled,2025-03-05,adamsalejandro@carter.org
2023-12-18,bcb170f5-9f88-4de6-bdc9-d84184977fe2,Headphones,50,5,BUY1GET1,Phoenix,Debit Card,Shipped,2023-12-23,stephenpadilla@richards.com
2025-03-12,29588643-0c8a-4cd9-9d22-07cca77963aa,Laptop,1000,2,BUY1GET1,Los Angeles,Gift Card,Returned,2025-03-18,jackmartinez@garza.com
2023-08-25,c67ebd50-c33e-46ac-860f-cc63a0bb231f,Headphones,50,4,WELCOME20,San Diego,Debit Card,Delivered,2023-08-29,geraldhansen@thompson-kelley.org
2023-12-02,4ba1f3ce-c3a4-4bcb-a8cb-784caab999c7,Monitor,150,2,WELCOME20,Chicago,Net Banking,Returned,2023-12-04,ocabrera@ellis.net
2023-07-18,808bc890-e738-47fb-89d4-ca2f5b2e1cb4,Tablet,300,4,WELCOME20,New York,Net Banking,Cancelled,2023-07-23,sharon04@yahoo.com
2023-12-09,309601dc-4911-446a-bf54-beddc0af5738,Headphones,50,3,WELCOME20,San Jose,Credit Card,Delivered,2023-12-16,romerolauren@gmail.com
2024-03-11,625cd810-7efe-4a08-9baf-b82d36ce4d59,Smartphone,700,4,SAVE10,New York,Credit Card,Pending,2024-03-13,jennifer83@castro-murray.com
2024-04-18,965d95bf-4698-496e-9246-f20a389d5c6c,Mouse,20,5,SAVE10,Houston,Debit Card,Cancelled,2024-04-23,gonzalezsusan@mendoza.com
2023-04-28,002412c7-db17-42e8-ba47-b66d0f7646b9,Keyboard,30,4,SAVE10,Dallas,Credit Card,Shipped,2023-05-04,randallcarla@gmail.com
2024-05-19,1638ff33-c82e-4cc7-933f-40b11a641359,Laptop,1000,4,SAVE10,San Diego,Gift Card,Pending,2024-05-23,freemankatrina@frederick-stewart.com
2023-06-05,eb472fcd-6ad5-41a9-a838-1fcdb64a5c8e,Headphones,50,2,SAVE10,San Jose,Debit Card,Pending,2023-06-09,paul47@parker.net
2024-02-06,69f8916a-11ae-4114-a1ef-c8e9201b61fe,Printer,100,4,FREESHIP,San Jose,Net Banking,Cancelled,2024-02-08,smithsarah@skinner-holmes.com
2023-07-31,207c2fe0-08ed-4bcb-9fd3-180beea448d2,Headphones,50,5,SAVE10,San Diego,Debit Card,Pending,2023-08-02,nguyenalexis@hotmail.com
2025-01-16,43c84759-1140-453c-92e1-30e762ab5a40,Smartphone,700,3,WELCOME20,Chicago,Net Banking,Pending,2025-01-20,pkelley@rich.info
2024-01-11,d116afa9-d699-4919-96ea-d4d0dc6beb60,Printer,100,3,SAVE10,Dallas,Debit Card,Returned,2024-01-13,kristicole@hotmail.com
2024-01-13,54e8898f-137b-4d18-a393-b7df49dedf4a,Smartwatch,200,1,BUY1GET1,Philadelphia,PayPal,Delivered,2024-01-19,freemanjane@yahoo.com
2024-09-12,299b3e40-3a31-4b5e-9427-bbebe23c5906,Mouse,20,3,WELCOME20,Houston,Gift Card,Pending,2024-09-15,davidgreen@barton-fitzgerald.com
2024-06-09,71f7febf-6dab-405d-a051-ef7951e63c24,Printer,100,3,BUY1GET1,Phoenix,PayPal,Shipped,2024-06-14,christopher08@gmail.com
2024-06-15,907681bf-70ce-4c85-9ad8-601223888f01,Printer,100,1,WELCOME20,San Jose,Credit Card,Pending,2024-06-19,frankperry@love.com
2023-12-03,eab654cd-300b-4bb9-876b-e2b2d5df0981,Laptop,1000,3,FREESHIP,Chicago,Gift Card,Cancelled,2023-12-07,eric62@krueger.com
2023-05-10,3aec0b92-b2bc-47d3-8b54-ef82df099715,Headphones,50,4,WELCOME20,Houston,Net Banking,Pending,2023-05-15,george38@holland.info
2023-07-25,0861d9c3-0125-488a-b68b-d53737d2e43f,Smartwatch,200,4,WELCOME20,San Diego,Debit Card,Delivered,2023-07-29,reedtammy@hotmail.com
2024-08-08,58330d7c-3ddc-443a-989e-a3f94850c497,Mouse,20,4,SAVE10,New York,Debit Card,Delivered,2024-08-15,knightheather@mcdowell-boyer.com
2024-12-17,ccdd72df-2329-4c94-807d-a552ef595609,Printer,100,5,WELCOME20,Los Angeles,Net Banking,Cancelled,2024-12-24,zacharydelgado@gmail.com
2024-12-10,5a107c6f-ae08-4cea-aa6b-062034ec8250,Keyboard,30,1,WELCOME20,San Antonio,Credit Card,Cancelled,2024-12-14,grantmark@compton.com
2023-10-01,aa3d45d2-4b3b-4a5c-acd1-5392d78c1350,Mouse,20,2,FREESHIP,Houston,Net Banking,Pending,2023-10-07,kbass@kidd-bauer.net
2024-06-16,a019e973-b837-40d2-abae-761a5268ac3c,Monitor,150,5,SAVE10,Phoenix,Credit Card,Cancelled,2024-06-18,allentiffany@hotmail.com
2024-11-06,ca3a5c73-ff50-412c-a561-7b827d67353e,Mouse,20,4,FREESHIP,Los Angeles,Debit Card,Delivered,2024-11-13,reedamy@tyler.com
2024-08-21,56283667-33a6-4dd1-869e-de28f0196532,Mouse,20,1,FREESHIP,Chicago,Gift Card,Pending,2024-08-25,lisa24@sanders-nguyen.com
2023-02-24,b433fba9-5d3d-49f1-9fb9-1f2a4fd7db27,Keyboard,30,3,WELCOME20,Dallas,PayPal,Shipped,2023-03-01,fbarr@yahoo.com
2024-05-01,7bb96cdb-cb9d-4c7e-af45-bd6919d7f746,Headphones,50,3,BUY1GET1,Dallas,Debit Card,Returned,2024-05-04,karen65@acevedo.com
2024-02-09,5a8f7759-ceda-48f6-8153-e3914ce2e5a8,Smartphone,700,5,FREESHIP,Chicago,Net Banking,Shipped,2024-02-16,anthony43@hotmail.com
2023-01-19,6c20517f-64a6-4886-87e2-84be7724e745,Monitor,150,5,FREESHIP,San Diego,Debit Card,Pending,2023-01-26,othompson@holland.info
